ticker,date,time,open,high,low,close,volume
NIFTY21MAY15400CE,2021-03-18,09:45:00,317,317,315,315,75
NIFTY21MAY15400CE,2021-03-18,09:46:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:47:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:48:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:49:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:50:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:51:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:52:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:53:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:54:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:55:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:56:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:57:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:58:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,09:59:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:00:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:01:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:02:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:03:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:04:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:05:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:06:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:07:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:08:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:09:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:10:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:11:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:12:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:13:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:14:00,315,315,315,315,0
NIFTY21MAY15400CE,2021-03-18,10:15:00,315,315,285,285,150
NIFTY21MAY15400CE,2021-03-18,10:16:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:17:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:18:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:19:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:20:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:21:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:22:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:23:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:24:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:25:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:26:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:27:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:28:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:29:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:30:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:31:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:32:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:33:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:34:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:35:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:36:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:37:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:38:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:39:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:40:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:41:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:42:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:43:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:44:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:45:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:46:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:47:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:48:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:49:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:50:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:51:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:52:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:53:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:54:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:55:00,285,285,285,285,0
NIFTY21MAY15400CE,2021-03-18,10:56:00,285,285,285,285,0
