ticker,date,time,open,high,low,close,volume
NIFTY21MAY14750PE,2021-04-06,09:44:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:45:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:46:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:47:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:48:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:49:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:50:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:51:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:52:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:53:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:54:00,488.8,488.8,488.8,488.8,0
NIFTY21MAY14750PE,2021-04-06,09:55:00,488.8,488.8,417.0,417.0,75
NIFTY21MAY14750PE,2021-04-06,09:56:00,417.0,417.0,417.0,417.0,0
NIFTY21MAY14750PE,2021-04-06,09:57:00,417.0,417.0,417.0,417.0,0
NIFTY21MAY14750PE,2021-04-06,09:58:00,417.0,417.0,417.0,417.0,0
NIFTY21MAY14750PE,2021-04-06,09:59:00,417.0,417.0,417.0,417.0,0
NIFTY21MAY14750PE,2021-04-06,10:00:00,417.0,421.05,417.0,421.05,75
NIFTY21MAY14750PE,2021-04-06,10:01:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:02:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:03:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:04:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:05:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:06:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:07:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:08:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:09:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:10:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:11:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:12:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:13:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:14:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:15:00,421.05,421.05,421.05,421.05,0
NIFTY21MAY14750PE,2021-04-06,10:16:00,421.05,425.15,421.05,425.15,75
NIFTY21MAY14750PE,2021-04-06,10:17:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:18:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:19:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:20:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:21:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:22:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:23:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:24:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:25:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:26:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:27:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:28:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:29:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:30:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:31:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:32:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:33:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:34:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:35:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:36:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:37:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:38:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:39:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:40:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:41:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:42:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:43:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:44:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:45:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:46:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:47:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:48:00,425.15,425.15,425.15,425.15,0
NIFTY21MAY14750PE,2021-04-06,10:49:00,425.15,425.15,399.65,399.65,75
NIFTY21MAY14750PE,2021-04-06,10:50:00,399.65,399.65,399.65,399.65,0
NIFTY21MAY14750PE,2021-04-06,10:51:00,399.65,399.65,399.65,399.65,0
NIFTY21MAY14750PE,2021-04-06,10:52:00,399.65,405.95,399.65,405.95,75
NIFTY21MAY14750PE,2021-04-06,10:53:00,405.95,405.95,405.95,405.95,0
NIFTY21MAY14750PE,2021-04-06,10:54:00,405.95,405.95,405.95,405.95,0
NIFTY21MAY14750PE,2021-04-06,10:55:00,405.95,405.95,405.95,405.95,0
NIFTY21MAY14750PE,2021-04-06,10:56:00,405.95,405.95,405.95,405.95,0
NIFTY21MAY14750PE,2021-04-06,10:57:00,405.95,405.95,405.95,405.95,0
NIFTY21MAY14750PE,2021-04-06,10:58:00,405.95,412.7,405.95,412.7,75
NIFTY21MAY14750PE,2021-04-06,10:59:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:00:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:01:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:02:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:03:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:04:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:05:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:06:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:07:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:08:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:09:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:10:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:11:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:12:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:13:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:14:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:15:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:16:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:17:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:18:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:19:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:20:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:21:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:22:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:23:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:24:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:25:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:26:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:27:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:28:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:29:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:30:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:31:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:32:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:33:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:34:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:35:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:36:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:37:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:38:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:39:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:40:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:41:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:42:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:43:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:44:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:45:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:46:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:47:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:48:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:49:00,412.7,412.7,412.7,412.7,0
NIFTY21MAY14750PE,2021-04-06,11:50:00,412.7,412.7,412.7,412.7,0
